code,market,hold,signals,wins,losses,win_rate,avg_return_pct,median_return_pct,max_drawdown_pct,profit_factor
002624,SZ,5,0,0,0,0.0000,0.0000,0.0000,0.0000,inf
002643,SZ,5,0,0,0,0.0000,0.0000,0.0000,0.0000,inf
000001,SZ,5,0,0,0,0.0000,0.0000,0.0000,0.0000,inf
600036,SH,5,0,0,0,0.0000,0.0000,0.0000,0.0000,inf
